Bait	Prey	PreyGene	IP	Spec	SpecSum	NumRep	Prob	iProb	ctrlCounts	AvgP	MaxP	FDR
MTHFR_T34A	Q4G0F5	VPS26B	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|3|2	7	3	0.94	0.95|0.95|0.95	0|0|0	0.9500	0.9525	0.0241
MTHFR_T34A	O94966	USP19	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|0|2	2	3	0.19	0.00|0.00|0.60	0|0|0	0.2008	0.6025	0.2256
MTHFR_T34A	P61204	ARF3	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|1	3	3	0.50	0.88|0.00|0.83	0|0|0	0.5717	0.8825	0.1092
MTHFR_T34A	P61011	SRP54	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	4|2|2	8	3	0.96	0.97|0.95|0.95	0|0|0	0.9575	0.9675	0.0201
MTHFR_T34A	Q92900	UPF1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	11|8|11	30	3	0.98	0.98|0.98|0.98	0|0|0	0.9850	0.9850	0.0081
MTHFR_T34A	Q8IYB3	SRRM1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	1|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	P53618	COPB1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	5|4|5	14	3	0.97	0.97|0.97|0.97	0|0|0	0.9733	0.9750	0.0143
MTHFR_T34A	Q99613	EIF3C	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	6|3|4	13	3	0.99	0.99|0.99|0.99	0|0|0	0.9875	0.9875	0.0071
MTHFR_T34A	P18124	RPL7	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	10|6|7	23	3	0.99	1.00|0.99|0.98	0|0|0	0.9908	0.9950	0.0047
MTHFR_T34A	Q14C86	GAPVD1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|1	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q9UBX3	SLC25A10	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|1|1	3	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q15843	NEDD8	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	P24666	ACP1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|2|1	4	3	0.87	0.87|0.90|0.87	0|0|0	0.8825	0.9050	0.0484
MTHFR_T34A	O43707	ACTN4	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	P50990	CCT8	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	17|12|19	48	3	1.00	1.00|1.00|1.00	0|0|0	0.9983	1.0000	0.0004
MTHFR_T34A	O75534	CSDE1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	7|4|4	15	3	0.99	1.00|0.98|0.98	0|0|0	0.9883	0.9950	0.0068
MTHFR_T34A	Q8TEX9	IPO4	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|3	5	3	0.55	0.77|0.00|0.83	0|0|0	0.5358	0.8350	0.1321
MTHFR_T34A	P34932	HSPA4	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	6|0|4	10	3	0.60	0.97|0.00|0.94	0|0|0	0.6342	0.9675	0.0613
MTHFR_T34A	P51149	RAB7A	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|2|4	7	3	0.08	0.02|0.09|0.13	2|0|0	0.0767	0.1275	0.2466
MTHFR_T34A	P51665	PSMD7	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|1|2	5	3	0.94	0.95|0.90|0.95	0|0|0	0.9333	0.9525	0.0292
MTHFR_T34A	P53621	COPA	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	17|6|15	38	3	1.00	1.00|0.99|0.99	0|0|0	0.9933	0.9950	0.0032
MTHFR_T34A	Q96HC4	PDLIM5	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	5|4|3	12	3	0.97	0.98|0.97|0.97	0|0|0	0.9742	0.9775	0.0137
MTHFR_T34A	Q9Y4X5	ARIH1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	O95433	AHSA1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	4|2|3	9	3	0.96	0.95|0.95|0.95	0|0|0	0.9550	0.9550	0.0221
MTHFR_T34A	P49327	FASN	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	47|39|50	136	3	1.00	1.00|1.00|1.00	0|0|0	1.0000	1.0000	0.0000
MTHFR_T34A	O43684	BUB3	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|1	3	3	0.57	0.89|0.00|0.83	0|0|0	0.5733	0.8875	0.1077
MTHFR_T34A	Q9NPA0	EMC7	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|1	3	3	0.58	0.91|0.00|0.83	0|0|0	0.5800	0.9100	0.0987
MTHFR_T34A	P10412	HIST1H1E	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	4|6|3	13	3	0.00	0.00|0.00|0.00	2|3|2	0.0008	0.0025	0.2873
MTHFR_T34A	O60841	EIF5B	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|1|3	5	3	0.85	0.78|0.85|0.92	0|0|0	0.8517	0.9250	0.0498
MTHFR_T34A	P30050	RPL12	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|2|3	8	3	0.96	0.97|0.95|0.96	0|0|0	0.9617	0.9700	0.0186
MTHFR_T34A	Q96P16	RPRD1A	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q9Y5X3	SNX5	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|1|2	3	3	0.54	0.00|0.79|0.87	0|0|0	0.5533	0.8675	0.1250
MTHFR_T34A	Q9P0I2	EMC3	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|1	3	3	0.56	0.89|0.00|0.82	0|0|0	0.5692	0.8900	0.1106
MTHFR_T34A	Q99729	HNRNPAB	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|2|2	6	3	0.93	0.94|0.94|0.94	0|0|0	0.9400	0.9425	0.0273
MTHFR_T34A	P35998	PSMC2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|1|2	6	3	0.93	0.96|0.91|0.95	0|0|0	0.9417	0.9650	0.0267
MTHFR_T34A	P14618	PKM	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	30|26|26	82	3	0.57	0.55|0.65|0.49	2|2|0	0.5650	0.6475	0.1157
MTHFR_T34A	P27824	CANX	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|1|3	7	3	0.27	0.28|0.25|0.28	1|0|0	0.2683	0.2800	0.2013
MTHFR_T34A	P25685	DNAJB1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	7|9|12	28	3	0.97	0.96|0.99|0.99	0|0|0	0.9808	0.9900	0.0102
MTHFR_T34A	Q8NCA5	FAM98A	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|1|1	4	3	0.90	0.93|0.89|0.87	0|0|0	0.8958	0.9300	0.0448
MTHFR_T34A	P63010	AP2B1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|1|0	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q13190	STX5	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|1|2	5	3	0.90	0.92|0.88|0.94	0|0|0	0.9133	0.9400	0.0369
MTHFR_T34A	Q14157	UBAP2L	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	9|4|7	20	3	0.99	0.99|0.99|0.99	0|0|0	0.9925	0.9925	0.0039
MTHFR_T34A	P42167	TMPO	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|1|0	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	P61221	ABCE1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	5|1|7	13	3	0.94	0.98|0.83|0.98	0|0|0	0.9317	0.9850	0.0300
MTHFR_T34A	P84243	H3F3A;H3F3B	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	6|10|3	19	3	0.00	0.00|0.00|0.00	5|5|2	0.0000	0.0000	0.8721
MTHFR_T34A	Q6PKG0	LARP1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|3	4	3	0.44	0.50|0.00|0.82	0|0|0	0.4425	0.8225	0.1540
MTHFR_T34A	P62906	RPL10A	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	8|3|7	18	3	0.97	0.98|0.96|0.98	0|0|0	0.9767	0.9850	0.0125
MTHFR_T34A	P0DOY2	IGLC2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|1	2	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	P0DOY3	IGLC3	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|1	2	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q9BY44	EIF2A	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|0|0	3	3	0.27	0.84|0.00|0.00	0|0|0	0.2792	0.8375	0.1935
MTHFR_T34A	P28074	PSMB5	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|2|3	8	3	0.96	0.95|0.95|0.96	0|0|0	0.9550	0.9575	0.0221
MTHFR_T34A	P40925	MDH1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|1	3	3	0.55	0.89|0.00|0.81	0|0|0	0.5692	0.8950	0.1106
MTHFR_T34A	P62861	FAU	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|1|1	3	3	0.00	0.00|0.00|0.00	1|1|1	0.0000	0.0000	0.8721
MTHFR_T34A	P19338	NCL	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	7|12|7	26	3	0.07	0.01|0.21|0.01	2|1|0	0.0792	0.2150	0.2455
MTHFR_T34A	Q9GZS3	WDR61	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q9UKF6	CPSF3	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|1|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	P54619	PRKAG1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|1|3	6	3	0.93	0.94|0.91|0.94	0|0|0	0.9317	0.9425	0.0302
MTHFR_T34A	P19623	SRM	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|1|2	4	3	0.89	0.86|0.88|0.94	0|0|0	0.8967	0.9425	0.0442
MTHFR_T34A	Q00325	SLC25A3	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|2|2	7	3	0.06	0.06|0.07|0.05	2|0|0	0.0592	0.0725	0.2535
MTHFR_T34A	O00410	IPO5	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|4	6	3	0.55	0.77|0.00|0.86	0|0|0	0.5442	0.8625	0.1278
MTHFR_T34A	Q15019	SEPT2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	6|3|2	11	3	0.95	0.97|0.97|0.94	0|0|0	0.9617	0.9750	0.0186
MTHFR_T34A	P63241	EIF5A	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	11|8|11	30	3	0.99	0.99|0.99|0.99	0|0|0	0.9892	0.9900	0.0063
MTHFR_T34A	P63244	RACK1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	5|3|4	12	3	0.24	0.28|0.25|0.23	1|0|0	0.2550	0.2775	0.2071
MTHFR_T34A	Q6Y7W6	GIGYF2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|2	4	3	0.48	0.72|0.00|0.71	0|0|0	0.4767	0.7200	0.1492
MTHFR_T34A	Q99536	VAT1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|2|5	10	3	0.95	0.95|0.94|0.95	0|0|0	0.9483	0.9550	0.0245
MTHFR_T34A	Q8N1G4	LRRC47	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|1|2	4	3	0.88	0.86|0.88|0.94	0|0|0	0.8917	0.9400	0.0455
MTHFR_T34A	Q9Y5Q8	GTF3C5	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q99439	CNN2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	O15269	SPTLC1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|2|5	9	3	0.96	0.96|0.96|0.98	0|0|0	0.9683	0.9800	0.0163
MTHFR_T34A	P41091	EIF2S3	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	5|2|5	12	3	0.97	0.97|0.96|0.97	0|0|0	0.9683	0.9700	0.0163
MTHFR_T34A	O15145	ARPC3	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|1|1	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q9UMR2	DDX19B	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|0|2	2	3	0.26	0.00|0.00|0.82	0|0|0	0.2750	0.8250	0.1964
MTHFR_T34A	Q96PK6	RBM14	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|1|0	3	3	0.55	0.82|0.75|0.00	0|0|0	0.5225	0.8225	0.1405
MTHFR_T34A	Q9Y266	NUDC	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	8|7|11	26	3	0.99	0.98|0.99|0.99	0|0|0	0.9883	0.9925	0.0067
MTHFR_T34A	Q9Y265	RUVBL1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	16|15|16	47	3	1.00	0.99|1.00|1.00	0|0|0	0.9950	0.9975	0.0029
MTHFR_T34A	P11586	MTHFD1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	24|21|23	68	3	1.00	0.99|1.00|0.99	0|0|0	0.9933	0.9950	0.0032
MTHFR_T34A	P26639	TARS	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|1|1	4	3	0.89	0.94|0.89|0.88	0|0|0	0.9033	0.9375	0.0412
MTHFR_T34A	Q9Y262	EIF3L	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	7|6|3	16	3	0.97	0.98|0.98|0.96	0|0|0	0.9733	0.9775	0.0143
MTHFR_T34A	Q9NZB2	FAM120A	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	4|4|7	15	3	0.99	0.98|0.99|1.00	0|0|0	0.9883	0.9950	0.0067
MTHFR_T34A	Q08211	DHX9	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	15|12|13	40	3	0.99	0.99|0.99|0.99	0|0|0	0.9925	0.9925	0.0039
MTHFR_T34A	P62333	PSMC6	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|1|1	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q9NTK5	OLA1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|2	4	3	0.61	0.88|0.00|0.90	0|0|0	0.5908	0.8975	0.0902
MTHFR_T34A	P35580	MYH10	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	5|2|0	7	3	0.52	0.87|0.71|0.00	0|0|0	0.5242	0.8650	0.1398
MTHFR_T34A	P47813	EIF1AX	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|1|1	5	3	0.90	0.93|0.92|0.88	0|0|0	0.9117	0.9325	0.0376
MTHFR_T34A	O75832	PSMD10	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|2|2	7	3	0.93	0.94|0.94|0.92	0|0|0	0.9333	0.9400	0.0292
MTHFR_T34A	P09661	SNRPA1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	P08240	SRPRA	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	5|1|6	12	3	0.95	1.00|0.86|1.00	0|0|0	0.9500	0.9975	0.0236
MTHFR_T34A	P61289	PSME3	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q9Y6M1	IGF2BP2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	5|1|1	7	3	0.91	0.98|0.88|0.81	0|0|0	0.8917	0.9800	0.0455
MTHFR_T34A	Q96A72	MAGOHB	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q9UNM6	PSMD13	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|1|1	3	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q04837	SSBP1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|1|1	3	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q15691	MAPRE1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|0|2	2	3	0.24	0.00|0.00|0.87	0|0|0	0.2892	0.8675	0.1856
MTHFR_T34A	P20042	EIF2S2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	4|3|5	12	3	0.96	0.95|0.97|0.97	0|0|0	0.9633	0.9675	0.0182
MTHFR_T34A	P00558	PGK1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	5|4|8	17	3	0.96	0.96|0.96|0.97	0|0|0	0.9642	0.9725	0.0179
MTHFR_T34A	O95816	BAG2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|1	3	3	0.53	0.90|0.00|0.83	0|0|0	0.5792	0.9050	0.1002
MTHFR_T34A	O95817	BAG3	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|1|1	4	3	0.91	0.91|0.90|0.88	0|0|0	0.9000	0.9100	0.0430
MTHFR_T34A	Q92945	KHSRP	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|3|0	4	3	0.51	0.65|0.87|0.00	0|0|0	0.5075	0.8700	0.1448
MTHFR_T34A	Q15084	PDIA6	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|1|0	4	3	0.53	0.90|0.82|0.00	0|0|0	0.5742	0.9025	0.1055
MTHFR_T34A	Q04917	YWHAH	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	P13489	RNH1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|2|2	5	3	0.91	0.87|0.92|0.92	0|0|0	0.9008	0.9175	0.0426
MTHFR_T34A	Q13148	TARDBP	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|3|3	8	3	0.96	0.95|0.96|0.96	0|0|0	0.9592	0.9625	0.0195
MTHFR_T34A	Q99873	PRMT1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|0|1	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	O60869	EDF1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|1|1	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	O00170	AIP	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|1|1	4	3	0.88	0.93|0.88|0.85	0|0|0	0.8892	0.9275	0.0461
MTHFR_T34A	Q7L576	CYFIP1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	P12277	CKB	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	6|3|7	16	3	0.25	0.25|0.22|0.29	1|0|0	0.2533	0.2925	0.2090
MTHFR_T34A	O43776	NARS	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|1	2	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q99879	HIST1H2BM	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	3|2|2	7	3	0.00	0.00|0.00|0.00	2|1|2	0.0000	0.0000	0.8721
MTHFR_T34A	P48634	PRRC2A	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	O15260	SURF4	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|1|3	5	3	0.91	0.90|0.90|0.95	0|0|0	0.9167	0.9475	0.0355
MTHFR_T34A	Q9Y230	RUVBL2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	16|10|14	40	3	1.00	1.00|1.00|1.00	0|0|0	0.9983	1.0000	0.0004
MTHFR_T34A	P61247	RPS3A	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	8|6|11	25	3	0.61	0.50|0.55|0.72	1|0|0	0.5925	0.7225	0.0870
MTHFR_T34A	Q00839	HNRNPU	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	8|11|5	24	3	0.02	0.00|0.04|0.00	4|1|0	0.0175	0.0425	0.2664
MTHFR_T34A	O14744	PRMT5	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	0|1|2	3	3	0.02	0.00|0.02|0.03	0|1|1	0.0167	0.0300	0.2688
MTHFR_T34A	P01859	IGHG2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|2|3	7	3	0.00	0.00|0.00|0.00	2|2|2	0.0000	0.0000	0.8721
MTHFR_T34A	P13473	LAMP2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|0	2	3	0.31	0.86|0.00|0.00	0|0|0	0.2867	0.8600	0.1866
MTHFR_T34A	Q7KZF4	SND1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	10|9|17	36	3	0.98	0.98|0.98|0.99	0|0|0	0.9842	0.9875	0.0088
MTHFR_T34A	P56192	MARS	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	7|7|9	23	3	0.98	0.98|0.98|0.98	0|0|0	0.9825	0.9825	0.0094
MTHFR_T34A	P49721	PSMB2	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|1|1	4	3	0.91	0.92|0.88|0.89	0|0|0	0.8992	0.9225	0.0433
MTHFR_T34A	P13804	ETFA	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	2|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	Q9HAV0	GNB4	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	1|0|0	1	3	0.00	0.00|0.00|0.00	0|0|0	0.0000	0.0000	0.8721
MTHFR_T34A	P01857	IGHG1	IP_MTHFR_T34A5F|IP_MTHFR_T34A1F|IP_MTHFR_T34A18F	2|0|1	3	3	0.00	0.00|0.00|0.00	2|1|1	0.0000	0.0000	0.8721
